clima_id,municipio,fecha,temperatura_max_c,temperatura_min_c,precipitacion_mm,condicion,temporada
815,Santa Rosa,2023-09-04,20.2,14.3,1.3,soleado,media
816,Santa Rosa,2023-09-07,17.2,11.6,2.3,soleado,media
817,Santa Rosa,2023-09-10,19.4,12.0,0.3,soleado,media
818,Santa Rosa,2023-09-13,20.2,12.9,70.8,lluvioso,media
819,Santa Rosa,2023-09-16,22.4,13.1,4.1,soleado,media
820,Santa Rosa,2023-09-19,18.7,13.5,0.7,nublado,media
821,Santa Rosa,2023-09-22,21.5,14.9,3.3,nublado,media
822,Santa Rosa,2023-09-25,17.0,10.1,1.3,nublado,media
823,Santa Rosa,2023-09-28,22.2,16.7,2.4,soleado,media
824,Santa Rosa,2023-10-01,18.7,9.6,2.6,soleado,baja
825,Santa Rosa,2023-10-04,22.3,13.7,3.7,nublado,baja
826,Santa Rosa,2023-10-07,18.8,12.6,3.5,soleado,baja
827,Santa Rosa,2023-10-10,21.3,15.1,3.7,soleado,baja
828,Santa Rosa,2023-10-13,17.6,11.4,4.6,nublado,baja
829,Santa Rosa,2023-10-16,20.7,15.3,1.4,nublado,baja
830,Santa Rosa,2023-10-19,21.1,12.0,3.7,soleado,baja
831,Santa Rosa,2023-10-22,21.0,15.8,3.9,nublado,baja
832,Santa Rosa,2023-10-25,21.8,15.2,12.6,lluvioso,baja
833,Santa Rosa,2023-10-28,21.7,12.3,29.6,lluvioso,baja
834,Santa Rosa,2023-10-31,18.6,10.9,70.4,lluvioso,baja
835,Santa Rosa,2023-11-03,22.7,17.1,1.6,nublado,baja
836,Santa Rosa,2023-11-06,17.4,7.4,4.5,soleado,baja
837,Santa Rosa,2023-11-09,20.2,14.3,0.7,nublado,baja
838,Santa Rosa,2023-11-12,18.3,11.5,14.3,lluvioso,baja
839,Santa Rosa,2023-11-15,21.8,13.1,78.4,lluvioso,baja
840,Santa Rosa,2023-11-18,19.0,10.5,4.2,soleado,baja
841,Santa Rosa,2023-11-21,21.0,11.8,32.0,tormenta,baja
842,Santa Rosa,2023-11-24,18.7,12.1,3.6,nublado,baja
843,Santa Rosa,2023-11-27,17.3,8.0,3.8,soleado,baja
844,Santa Rosa,2023-11-30,19.9,11.2,0.9,soleado,baja
845,Santa Rosa,2023-12-03,19.9,13.8,2.2,soleado,alta
846,Santa Rosa,2023-12-06,20.0,14.9,4.2,soleado,alta
847,Santa Rosa,2023-12-09,20.6,13.1,4.9,nublado,alta
848,Santa Rosa,2023-12-12,21.5,14.3,4.8,nublado,alta
849,Santa Rosa,2023-12-15,18.2,11.0,3.5,soleado,alta
850,Santa Rosa,2023-12-18,19.5,11.2,3.3,nublado,alta
851,Santa Rosa,2023-12-21,21.8,15.7,2.0,soleado,alta
852,Santa Rosa,2023-12-24,18.3,12.0,4.8,soleado,alta
853,Santa Rosa,2023-12-27,21.2,11.9,61.4,tormenta,alta
854,Santa Rosa,2023-12-30,20.0,10.9,3.5,soleado,alta
855,Santa Rosa,2024-01-02,19.9,12.5,3.1,soleado,alta
856,Santa Rosa,2024-01-05,20.8,13.5,3.1,nublado,alta
857,Santa Rosa,2024-01-08,22.0,13.5,3.7,soleado,alta
858,Santa Rosa,2024-01-11,20.4,12.0,4.1,nublado,alta
859,Santa Rosa,2024-01-14,21.9,13.5,53.3,tormenta,alta
860,Santa Rosa,2024-01-17,19.6,9.8,1.2,soleado,alta
861,Santa Rosa,2024-01-20,22.6,14.7,2.8,nublado,alta
862,Santa Rosa,2024-01-23,21.3,15.3,3.8,soleado,alta
863,Santa Rosa,2024-01-26,19.3,11.7,2.4,soleado,alta
864,Santa Rosa,2024-01-29,19.5,14.1,1.0,soleado,alta
865,Santa Rosa,2024-02-01,21.4,14.6,69.8,lluvioso,media
866,Santa Rosa,2024-02-04,20.3,14.3,1.0,soleado,media
867,Santa Rosa,2024-02-07,22.1,15.1,26.2,lluvioso,media
868,Santa Rosa,2024-02-10,19.1,13.5,4.1,soleado,media
869,Santa Rosa,2024-02-13,21.3,15.1,50.7,lluvioso,media
870,Santa Rosa,2024-02-16,17.5,8.1,1.4,soleado,media
871,Santa Rosa,2024-02-19,20.6,14.6,1.5,nublado,media
872,Santa Rosa,2024-02-22,17.0,9.5,0.6,nublado,media
873,Santa Rosa,2024-02-25,17.3,10.7,50.5,lluvioso,media
874,Santa Rosa,2024-02-28,22.2,16.8,25.2,lluvioso,media
875,Santa Rosa,2024-03-02,18.6,10.5,3.5,soleado,media
876,Santa Rosa,2024-03-05,22.5,14.7,1.0,nublado,media
877,Santa Rosa,2024-03-08,18.9,10.3,2.2,soleado,media
878,Santa Rosa,2024-03-11,22.9,13.9,4.2,nublado,media
879,Santa Rosa,2024-03-14,20.3,15.1,33.7,lluvioso,media
880,Santa Rosa,2024-03-17,17.1,11.8,2.2,nublado,media
881,Santa Rosa,2024-03-20,19.8,11.7,50.8,lluvioso,media
882,Santa Rosa,2024-03-23,18.3,12.7,56.3,lluvioso,media
883,Santa Rosa,2024-03-26,17.2,10.3,43.9,lluvioso,media
884,Santa Rosa,2024-03-29,19.4,11.3,2.7,soleado,media
885,Santa Rosa,2024-04-01,22.8,15.1,1.5,nublado,baja
886,Santa Rosa,2024-04-04,21.0,13.4,3.4,soleado,baja
887,Santa Rosa,2024-04-07,17.1,10.3,13.8,lluvioso,baja
888,Santa Rosa,2024-04-10,17.8,9.1,1.9,soleado,baja
889,Santa Rosa,2024-04-13,20.0,11.5,4.7,nublado,baja
890,Santa Rosa,2024-04-16,18.9,9.2,2.1,nublado,baja
891,Santa Rosa,2024-04-19,18.1,12.6,44.8,lluvioso,baja
892,Santa Rosa,2024-04-22,19.0,13.0,3.1,nublado,baja
893,Santa Rosa,2024-04-25,18.2,8.9,50.9,lluvioso,baja
894,Santa Rosa,2024-04-28,21.1,14.7,1.8,soleado,baja
895,Santa Rosa,2024-05-01,21.7,16.1,3.7,nublado,baja
896,Santa Rosa,2024-05-04,20.1,11.4,1.4,soleado,baja
897,Santa Rosa,2024-05-07,22.6,13.9,3.5,nublado,baja
898,Santa Rosa,2024-05-10,21.2,15.2,1.3,soleado,baja
899,Santa Rosa,2024-05-13,21.9,16.4,2.7,soleado,baja
900,Santa Rosa,2024-05-16,19.9,14.6,4.1,nublado,baja
901,Santa Rosa,2024-05-19,21.3,11.8,3.5,soleado,baja
902,Santa Rosa,2024-05-22,17.7,9.1,18.7,lluvioso,baja
903,Santa Rosa,2024-05-25,19.9,14.8,1.6,soleado,baja
904,Santa Rosa,2024-05-28,18.7,13.0,2.0,soleado,baja
905,Santa Rosa,2024-05-31,18.5,9.6,4.1,nublado,baja
906,Santa Rosa,2024-06-03,22.1,13.4,2.5,soleado,alta
907,Santa Rosa,2024-06-06,17.4,7.9,0.7,nublado,alta
908,Santa Rosa,2024-06-09,21.3,12.1,1.4,soleado,alta
909,Santa Rosa,2024-06-12,22.1,16.9,1.6,nublado,alta
910,Santa Rosa,2024-06-15,17.4,10.8,3.1,soleado,alta
911,Santa Rosa,2024-06-18,18.1,11.7,1.7,nublado,alta
912,Santa Rosa,2024-06-21,21.7,12.9,2.4,soleado,alta
913,Santa Rosa,2024-06-24,17.7,11.4,69.2,lluvioso,alta
914,Santa Rosa,2024-06-27,22.9,15.6,1.9,nublado,alta
915,Santa Rosa,2024-06-30,19.5,12.6,2.0,nublado,alta
916,Santa Rosa,2024-07-03,22.7,16.4,2.7,nublado,alta
917,Santa Rosa,2024-07-06,20.7,11.4,2.0,soleado,alta
918,Santa Rosa,2024-07-09,19.1,11.0,3.3,soleado,alta
919,Santa Rosa,2024-07-12,19.4,9.4,1.2,nublado,alta
920,Santa Rosa,2024-07-15,20.1,13.7,2.8,nublado,alta
921,Santa Rosa,2024-07-18,21.1,14.6,4.2,soleado,alta
922,Santa Rosa,2024-07-21,18.0,12.5,1.3,soleado,alta
923,Santa Rosa,2024-07-24,18.0,10.3,0.6,soleado,alta
924,Santa Rosa,2024-07-27,18.9,12.8,0.3,soleado,alta
925,Santa Rosa,2024-07-30,21.5,12.0,0.5,soleado,alta
926,Santa Rosa,2024-08-02,22.2,13.7,2.7,nublado,media
927,Santa Rosa,2024-08-05,22.1,15.4,2.0,soleado,media
928,Santa Rosa,2024-08-08,21.8,16.0,3.7,soleado,media
929,Santa Rosa,2024-08-11,21.3,14.9,1.0,soleado,media
930,Santa Rosa,2024-08-14,19.9,11.6,4.2,soleado,media
931,Santa Rosa,2024-08-17,20.8,15.0,30.9,lluvioso,media
932,Santa Rosa,2024-08-20,21.2,11.5,1.0,soleado,media
933,Santa Rosa,2024-08-23,18.5,11.3,41.5,tormenta,media
934,Santa Rosa,2024-08-26,22.7,16.0,1.0,nublado,media
935,Santa Rosa,2024-08-29,21.9,15.3,4.2,nublado,media
936,Santa Rosa,2024-09-01,18.8,13.6,1.9,soleado,media
937,Santa Rosa,2024-09-04,20.8,12.7,2.0,soleado,media
938,Santa Rosa,2024-09-07,18.1,10.9,4.9,soleado,media
939,Santa Rosa,2024-09-10,17.6,10.5,4.1,soleado,media
940,Santa Rosa,2024-09-13,20.8,11.2,25.1,lluvioso,media
941,Santa Rosa,2024-09-16,18.4,11.8,0.2,nublado,media
942,Santa Rosa,2024-09-19,18.2,8.4,1.2,soleado,media
943,Santa Rosa,2024-09-22,19.0,12.0,0.2,nublado,media
944,Santa Rosa,2024-09-25,20.8,11.5,3.1,soleado,media
945,Santa Rosa,2024-09-28,20.9,14.5,2.7,nublado,media
946,Santa Rosa,2024-10-01,17.8,11.6,44.2,lluvioso,baja
947,Santa Rosa,2024-10-04,18.4,12.0,4.6,soleado,baja
948,Santa Rosa,2024-10-07,17.7,7.9,56.5,lluvioso,baja
949,Santa Rosa,2024-10-10,21.0,15.9,2.9,nublado,baja
950,Santa Rosa,2024-10-13,17.5,11.1,4.0,soleado,baja
951,Santa Rosa,2024-10-16,22.6,16.9,1.3,soleado,baja
952,Santa Rosa,2024-10-19,21.5,14.9,2.5,nublado,baja
953,Santa Rosa,2024-10-22,19.8,13.0,4.3,soleado,baja
954,Santa Rosa,2024-10-25,19.7,10.0,3.6,soleado,baja
955,Santa Rosa,2024-10-28,21.5,13.1,2.4,soleado,baja
956,Santa Rosa,2024-10-31,19.6,14.0,5.0,nublado,baja
957,Santa Rosa,2024-11-03,22.2,16.1,3.6,soleado,baja
958,Santa Rosa,2024-11-06,21.9,15.3,0.3,soleado,baja
959,Santa Rosa,2024-11-09,22.0,13.7,45.2,lluvioso,baja
960,Santa Rosa,2024-11-12,20.1,11.5,0.9,soleado,baja
961,Santa Rosa,2024-11-15,17.1,11.7,1.0,nublado,baja
962,Santa Rosa,2024-11-18,17.0,9.7,67.4,lluvioso,baja
963,Santa Rosa,2024-11-21,19.7,13.4,0.3,soleado,baja
964,Santa Rosa,2024-11-24,20.1,14.5,3.5,soleado,baja
965,Santa Rosa,2024-11-27,21.6,16.2,54.5,tormenta,baja
966,Santa Rosa,2024-11-30,18.1,11.0,0.1,soleado,baja
967,Santa Rosa,2024-12-03,18.7,10.9,42.0,tormenta,alta
968,Santa Rosa,2024-12-06,20.4,11.4,3.0,soleado,alta
969,Santa Rosa,2024-12-09,20.1,10.6,1.3,nublado,alta
970,Santa Rosa,2024-12-12,22.7,17.4,2.4,nublado,alta
971,Santa Rosa,2024-12-15,20.3,10.8,13.5,tormenta,alta
972,Santa Rosa,2024-12-18,18.9,9.1,2.4,soleado,alta
973,Santa Rosa,2024-12-21,20.5,11.4,3.5,nublado,alta
974,Santa Rosa,2024-12-24,21.4,14.6,2.2,soleado,alta
975,Santa Rosa,2024-12-27,17.7,8.4,0.4,soleado,alta
976,Santa Rosa,2024-12-30,19.4,13.1,3.6,soleado,alta
977,Norcasia,2023-01-01,29.8,20.1,4.0,soleado,alta
978,Norcasia,2023-01-04,29.7,20.0,2.9,nublado,alta
979,Norcasia,2023-01-07,29.2,20.8,0.1,nublado,alta
980,Norcasia,2023-01-10,31.2,21.4,1.1,nublado,alta
981,Norcasia,2023-01-13,26.6,21.3,4.4,soleado,alta
982,Norcasia,2023-01-16,31.1,25.8,0.3,soleado,alta
983,Norcasia,2023-01-19,27.8,22.3,0.5,soleado,alta
984,Norcasia,2023-01-22,31.1,22.0,0.7,nublado,alta
985,Norcasia,2023-01-25,26.2,20.0,4.5,soleado,alta
986,Norcasia,2023-01-28,29.1,20.1,1.7,soleado,alta
987,Norcasia,2023-01-31,27.1,18.3,3.5,soleado,alta
988,Norcasia,2023-02-03,27.1,21.2,0.7,soleado,media
989,Norcasia,2023-02-06,26.5,18.0,4.2,soleado,media
990,Norcasia,2023-02-09,27.5,20.2,4.4,nublado,media
991,Norcasia,2023-02-12,28.3,22.6,3.3,nublado,media
992,Norcasia,2023-02-15,30.3,24.7,2.9,soleado,media
993,Norcasia,2023-02-18,29.1,20.6,2.8,soleado,media
994,Norcasia,2023-02-21,31.3,25.5,1.6,nublado,media
995,Norcasia,2023-02-24,26.7,20.5,1.3,soleado,media
996,Norcasia,2023-02-27,26.8,18.1,4.1,soleado,media
997,Norcasia,2023-03-02,30.3,25.3,4.7,soleado,media
998,Norcasia,2023-03-05,30.7,23.1,2.6,nublado,media
999,Norcasia,2023-03-08,28.4,23.4,3.9,soleado,media
1000,Norcasia,2023-03-11,29.0,24.0,1.9,nublado,media
1001,Norcasia,2023-03-14,27.7,20.7,79.1,lluvioso,media
1002,Norcasia,2023-03-17,28.5,22.0,4.1,nublado,media
1003,Norcasia,2023-03-20,26.7,21.4,3.4,nublado,media
1004,Norcasia,2023-03-23,27.5,18.1,1.1,soleado,media
1005,Norcasia,2023-03-26,27.6,18.8,3.6,soleado,media
1006,Norcasia,2023-03-29,29.1,23.4,0.0,nublado,media
1007,Norcasia,2023-04-01,28.5,21.3,4.4,nublado,baja
1008,Norcasia,2023-04-04,28.2,21.9,3.6,soleado,baja
1009,Norcasia,2023-04-07,30.5,25.4,0.5,soleado,baja
1010,Norcasia,2023-04-10,27.4,19.2,22.8,lluvioso,baja
1011,Norcasia,2023-04-13,27.4,21.5,3.9,nublado,baja
1012,Norcasia,2023-04-16,26.8,17.5,2.2,nublado,baja
1013,Norcasia,2023-04-19,31.5,22.2,4.9,nublado,baja
1014,Norcasia,2023-04-22,29.4,21.7,0.5,soleado,baja
1015,Norcasia,2023-04-25,28.6,20.8,2.0,soleado,baja
1016,Norcasia,2023-04-28,29.1,20.5,1.3,soleado,baja
1017,Norcasia,2023-05-01,30.3,23.1,2.7,soleado,baja
1018,Norcasia,2023-05-04,27.8,18.2,2.2,soleado,baja
1019,Norcasia,2023-05-07,26.3,19.1,3.3,soleado,baja
1020,Norcasia,2023-05-10,28.7,22.9,1.5,soleado,baja
1021,Norcasia,2023-05-13,27.8,18.3,3.1,soleado,baja
1022,Norcasia,2023-05-16,26.2,18.7,40.7,lluvioso,baja
1023,Norcasia,2023-05-19,30.8,24.5,1.3,nublado,baja
1024,Norcasia,2023-05-22,31.2,23.7,0.4,nublado,baja
1025,Norcasia,2023-05-25,28.6,18.6,1.3,soleado,baja
1026,Norcasia,2023-05-28,29.5,22.1,0.5,soleado,baja
1027,Norcasia,2023-05-31,27.6,18.0,56.7,lluvioso,baja
1028,Norcasia,2023-06-03,30.5,22.3,0.6,soleado,alta
1029,Norcasia,2023-06-06,27.3,20.1,3.1,soleado,alta
1030,Norcasia,2023-06-09,28.3,19.2,0.7,nublado,alta
1031,Norcasia,2023-06-12,29.0,21.1,41.8,tormenta,alta
1032,Norcasia,2023-06-15,27.0,19.8,70.1,tormenta,alta
1033,Norcasia,2023-06-18,29.6,21.3,3.9,soleado,alta
1034,Norcasia,2023-06-21,27.3,20.3,15.2,tormenta,alta
1035,Norcasia,2023-06-24,26.6,18.2,0.1,soleado,alta
1036,Norcasia,2023-06-27,29.2,22.9,2.6,nublado,alta
1037,Norcasia,2023-06-30,29.5,23.4,3.8,nublado,alta
1038,Norcasia,2023-07-03,29.6,20.5,0.3,soleado,alta
1039,Norcasia,2023-07-06,30.7,21.0,2.3,nublado,alta
1040,Norcasia,2023-07-09,31.6,24.9,2.0,soleado,alta
1041,Norcasia,2023-07-12,30.0,20.9,4.9,nublado,alta
1042,Norcasia,2023-07-15,27.8,22.5,3.5,nublado,alta
1043,Norcasia,2023-07-18,26.6,21.5,3.3,soleado,alta
1044,Norcasia,2023-07-21,31.8,21.9,3.6,soleado,alta
1045,Norcasia,2023-07-24,30.4,22.9,4.3,soleado,alta
1046,Norcasia,2023-07-27,31.6,24.8,0.7,soleado,alta
1047,Norcasia,2023-07-30,28.0,21.7,57.0,lluvioso,alta
1048,Norcasia,2023-08-02,30.3,22.7,0.1,soleado,media
1049,Norcasia,2023-08-05,29.2,21.3,3.2,soleado,media
1050,Norcasia,2023-08-08,30.4,21.1,3.8,nublado,media
1051,Norcasia,2023-08-11,31.7,24.7,2.0,soleado,media
1052,Norcasia,2023-08-14,26.7,20.7,2.6,soleado,media
1053,Norcasia,2023-08-17,27.7,17.7,2.7,nublado,media
1054,Norcasia,2023-08-20,27.6,18.4,2.2,nublado,media
1055,Norcasia,2023-08-23,31.4,23.0,3.4,nublado,media
1056,Norcasia,2023-08-26,27.8,19.0,3.5,soleado,media
1057,Norcasia,2023-08-29,29.1,22.4,0.4,soleado,media
1058,Norcasia,2023-09-01,27.9,19.0,3.0,soleado,media
1059,Norcasia,2023-09-04,30.9,22.5,3.3,soleado,media
1060,Norcasia,2023-09-07,27.8,22.7,4.8,soleado,media
1061,Norcasia,2023-09-10,31.7,25.7,0.2,soleado,media
1062,Norcasia,2023-09-13,27.3,19.2,3.9,nublado,media
1063,Norcasia,2023-09-16,26.1,16.5,2.4,soleado,media
1064,Norcasia,2023-09-19,27.2,18.4,1.1,nublado,media
1065,Norcasia,2023-09-22,29.4,22.6,4.5,soleado,media
1066,Norcasia,2023-09-25,31.5,21.9,2.5,nublado,media
1067,Norcasia,2023-09-28,31.9,22.4,0.0,soleado,media
1068,Norcasia,2023-10-01,28.7,22.4,4.2,soleado,baja
1069,Norcasia,2023-10-04,31.7,25.7,1.0,nublado,baja
1070,Norcasia,2023-10-07,29.3,20.9,1.1,soleado,baja
1071,Norcasia,2023-10-10,28.8,23.4,2.6,soleado,baja
1072,Norcasia,2023-10-13,29.4,21.8,1.7,nublado,baja
1073,Norcasia,2023-10-16,28.5,21.2,17.5,lluvioso,baja
1074,Norcasia,2023-10-19,29.3,23.9,4.2,nublado,baja
1075,Norcasia,2023-10-22,26.7,19.9,0.8,soleado,baja
1076,Norcasia,2023-10-25,26.3,21.2,1.1,soleado,baja
1077,Norcasia,2023-10-28,28.6,21.0,0.9,soleado,baja
1078,Norcasia,2023-10-31,28.1,22.2,2.1,soleado,baja
1079,Norcasia,2023-11-03,30.1,24.0,2.3,soleado,baja
1080,Norcasia,2023-11-06,27.7,21.6,4.4,soleado,baja
1081,Norcasia,2023-11-09,28.7,21.3,4.1,nublado,baja
1082,Norcasia,2023-11-12,29.4,23.9,0.4,soleado,baja
1083,Norcasia,2023-11-15,31.7,25.5,75.8,lluvioso,baja
1084,Norcasia,2023-11-18,31.3,24.9,43.2,lluvioso,baja
1085,Norcasia,2023-11-21,28.1,21.5,0.8,soleado,baja
1086,Norcasia,2023-11-24,27.8,20.5,3.4,nublado,baja
1087,Norcasia,2023-11-27,31.6,21.7,4.5,soleado,baja
1088,Norcasia,2023-11-30,26.3,18.4,0.9,nublado,baja
1089,Norcasia,2023-12-03,26.0,17.0,0.9,nublado,alta
1090,Norcasia,2023-12-06,30.1,23.9,2.1,soleado,alta
1091,Norcasia,2023-12-09,29.8,19.9,3.9,soleado,alta
1092,Norcasia,2023-12-12,30.4,22.8,0.3,soleado,alta
1093,Norcasia,2023-12-15,27.2,20.9,3.9,soleado,alta
1094,Norcasia,2023-12-18,28.5,20.9,2.0,soleado,alta
1095,Norcasia,2023-12-21,26.8,21.5,4.5,nublado,alta
1096,Norcasia,2023-12-24,29.9,21.3,0.7,soleado,alta
1097,Norcasia,2023-12-27,27.8,20.4,1.2,nublado,alta
1098,Norcasia,2023-12-30,31.9,25.1,3.1,soleado,alta
1099,Norcasia,2024-01-02,26.8,18.9,2.5,nublado,alta
1100,Norcasia,2024-01-05,29.8,20.5,0.2,soleado,alta
1101,Norcasia,2024-01-08,31.3,22.2,2.0,soleado,alta
1102,Norcasia,2024-01-11,31.5,25.7,1.2,nublado,alta
1103,Norcasia,2024-01-14,29.9,23.5,0.1,soleado,alta
1104,Norcasia,2024-01-17,27.0,18.9,1.7,soleado,alta
1105,Norcasia,2024-01-20,27.2,18.6,4.8,nublado,alta
1106,Norcasia,2024-01-23,26.1,17.7,1.7,nublado,alta
1107,Norcasia,2024-01-26,28.6,21.0,3.2,nublado,alta
1108,Norcasia,2024-01-29,30.5,24.8,3.8,soleado,alta
1109,Norcasia,2024-02-01,31.9,25.0,1.3,nublado,media
1110,Norcasia,2024-02-04,28.6,23.3,1.8,soleado,media
1111,Norcasia,2024-02-07,30.4,25.3,3.0,soleado,media
1112,Norcasia,2024-02-10,30.2,24.9,13.7,lluvioso,media
1113,Norcasia,2024-02-13,29.0,21.8,3.5,nublado,media
1114,Norcasia,2024-02-16,31.2,21.7,1.5,soleado,media
1115,Norcasia,2024-02-19,30.3,22.2,3.0,soleado,media
1116,Norcasia,2024-02-22,27.5,18.3,1.1,soleado,media
1117,Norcasia,2024-02-25,31.6,23.4,2.4,soleado,media
1118,Norcasia,2024-02-28,26.9,17.3,2.3,nublado,media
1119,Norcasia,2024-03-02,27.8,22.5,0.9,soleado,media
1120,Norcasia,2024-03-05,31.6,21.9,4.3,soleado,media
1121,Norcasia,2024-03-08,26.2,16.9,1.9,soleado,media
1122,Norcasia,2024-03-11,30.3,23.2,3.2,soleado,media
1123,Norcasia,2024-03-14,31.8,25.4,4.8,soleado,media
1124,Norcasia,2024-03-17,26.0,18.9,4.9,soleado,media
1125,Norcasia,2024-03-20,26.1,19.1,2.5,soleado,media
1126,Norcasia,2024-03-23,32.0,23.0,2.7,soleado,media
1127,Norcasia,2024-03-26,26.2,20.2,3.2,nublado,media
1128,Norcasia,2024-03-29,26.6,18.1,1.8,nublado,media
1129,Norcasia,2024-04-01,32.0,22.7,1.3,soleado,baja
1130,Norcasia,2024-04-04,29.9,21.2,78.6,lluvioso,baja
1131,Norcasia,2024-04-07,29.8,20.3,0.6,soleado,baja
1132,Norcasia,2024-04-10,26.7,17.5,19.4,lluvioso,baja
1133,Norcasia,2024-04-13,26.2,20.8,2.6,soleado,baja
1134,Norcasia,2024-04-16,28.0,21.9,3.4,nublado,baja
1135,Norcasia,2024-04-19,29.3,19.5,1.1,nublado,baja
1136,Norcasia,2024-04-22,27.1,19.3,4.7,soleado,baja
1137,Norcasia,2024-04-25,27.6,20.6,77.5,lluvioso,baja
1138,Norcasia,2024-04-28,29.0,22.7,47.6,tormenta,baja
1139,Norcasia,2024-05-01,26.3,18.3,0.1,nublado,baja
1140,Norcasia,2024-05-04,31.4,22.8,4.8,soleado,baja
1141,Norcasia,2024-05-07,26.8,18.0,3.3,nublado,baja
1142,Norcasia,2024-05-10,30.9,23.2,1.6,soleado,baja
1143,Norcasia,2024-05-13,29.6,24.2,1.1,nublado,baja
1144,Norcasia,2024-05-16,29.5,23.2,63.4,lluvioso,baja
1145,Norcasia,2024-05-19,29.7,20.0,0.6,soleado,baja
1146,Norcasia,2024-05-22,31.2,23.6,3.7,soleado,baja
1147,Norcasia,2024-05-25,27.6,21.1,4.1,nublado,baja
1148,Norcasia,2024-05-28,31.5,22.7,4.8,soleado,baja
1149,Norcasia,2024-05-31,26.6,21.5,2.2,soleado,baja
1150,Norcasia,2024-06-03,31.4,22.9,77.3,lluvioso,alta
1151,Norcasia,2024-06-06,27.9,19.1,1.4,soleado,alta
1152,Norcasia,2024-06-09,28.5,23.3,1.9,nublado,alta
1153,Norcasia,2024-06-12,26.7,19.4,2.3,soleado,alta
1154,Norcasia,2024-06-15,26.5,20.5,2.9,nublado,alta
1155,Norcasia,2024-06-18,28.2,20.6,1.8,soleado,alta
1156,Norcasia,2024-06-21,28.0,19.0,4.0,soleado,alta
1157,Norcasia,2024-06-24,29.3,21.4,0.3,soleado,alta
1158,Norcasia,2024-06-27,31.5,22.0,60.8,tormenta,alta
1159,Norcasia,2024-06-30,29.3,19.4,2.6,soleado,alta
1160,Norcasia,2024-07-03,30.7,24.8,0.5,nublado,alta
1161,Norcasia,2024-07-06,30.1,20.7,1.1,soleado,alta
1162,Norcasia,2024-07-09,27.8,19.4,0.4,soleado,alta
1163,Norcasia,2024-07-12,27.1,19.6,1.4,soleado,alta
1164,Norcasia,2024-07-15,26.5,18.2,3.7,soleado,alta
1165,Norcasia,2024-07-18,27.7,19.1,2.4,soleado,alta
1166,Norcasia,2024-07-21,29.5,22.2,74.2,tormenta,alta
1167,Norcasia,2024-07-24,27.1,18.0,3.4,nublado,alta
1168,Norcasia,2024-07-27,27.7,21.4,0.9,soleado,alta
1169,Norcasia,2024-07-30,26.7,21.1,26.4,lluvioso,alta
1170,Norcasia,2024-08-02,27.9,22.7,61.4,lluvioso,media
1171,Norcasia,2024-08-05,29.0,21.7,4.6,soleado,media
1172,Norcasia,2024-08-08,29.2,23.2,3.6,soleado,media
1173,Norcasia,2024-08-11,31.0,21.7,1.9,soleado,media
1174,Norcasia,2024-08-14,26.7,18.8,60.9,lluvioso,media
1175,Norcasia,2024-08-17,31.3,25.3,1.0,nublado,media
1176,Norcasia,2024-08-20,29.8,21.3,3.1,soleado,media
1177,Norcasia,2024-08-23,29.2,21.8,4.2,soleado,media
1178,Norcasia,2024-08-26,26.7,17.9,3.7,nublado,media
1179,Norcasia,2024-08-29,28.4,18.4,0.1,soleado,media
1180,Norcasia,2024-09-01,27.0,18.4,3.4,soleado,media
1181,Norcasia,2024-09-04,27.2,18.5,3.4,soleado,media
1182,Norcasia,2024-09-07,29.0,19.4,3.3,nublado,media
1183,Norcasia,2024-09-10,31.3,26.0,3.6,soleado,media
1184,Norcasia,2024-09-13,29.4,21.2,1.0,soleado,media
1185,Norcasia,2024-09-16,27.7,20.9,2.3,soleado,media
1186,Norcasia,2024-09-19,26.1,16.7,4.4,soleado,media
1187,Norcasia,2024-09-22,30.3,22.8,1.7,soleado,media
1188,Norcasia,2024-09-25,28.3,22.1,0.6,soleado,media
1189,Norcasia,2024-09-28,26.5,20.2,1.8,soleado,media
1190,Norcasia,2024-10-01,27.2,17.2,0.5,soleado,baja
1191,Norcasia,2024-10-04,26.8,17.2,3.2,soleado,baja
1192,Norcasia,2024-10-07,29.7,24.7,4.8,soleado,baja
1193,Norcasia,2024-10-10,27.6,18.8,2.6,nublado,baja
1194,Norcasia,2024-10-13,27.9,19.0,43.9,tormenta,baja
1195,Norcasia,2024-10-16,30.2,24.0,4.4,nublado,baja
1196,Norcasia,2024-10-19,27.6,20.0,0.5,nublado,baja
1197,Norcasia,2024-10-22,30.7,23.9,11.1,lluvioso,baja
1198,Norcasia,2024-10-25,28.3,23.1,4.0,soleado,baja
1199,Norcasia,2024-10-28,26.4,19.6,4.8,soleado,baja
1200,Norcasia,2024-10-31,26.0,18.5,44.5,lluvioso,baja
1201,Norcasia,2024-11-03,27.0,20.2,4.9,soleado,baja
1202,Norcasia,2024-11-06,30.0,23.9,37.3,lluvioso,baja
1203,Norcasia,2024-11-09,29.0,21.9,3.6,soleado,baja
1204,Norcasia,2024-11-12,26.1,20.6,0.9,soleado,baja
1205,Norcasia,2024-11-15,27.7,21.1,72.4,lluvioso,baja
1206,Norcasia,2024-11-18,26.2,16.6,1.9,soleado,baja
1207,Norcasia,2024-11-21,31.3,23.9,5.0,nublado,baja
1208,Norcasia,2024-11-24,28.8,19.3,23.3,lluvioso,baja
1209,Norcasia,2024-11-27,28.0,18.5,4.3,soleado,baja
